CH,1-1,9-2
CH,0-1,2-2
CH,1-2,3-1
CH,2-1,4-2
C,3-2,5-1,9-1
CH,4-1,6-2
CH,5-2,7-1
CH, 6-1,8-2
CH,7-2,9-1
C,8-1,4-1,0-2
